voxel_volume_2021,convex_hull_volume_2021,voxel_area_2021,Model_2021,Iteration_2021,point2tree_Volume_2021,point2tree_area_2021,graham_volume_2021,graham_Area_2021,lky_name,TotalBranches_2021,voxel_volume_2023,convex_hull_volume_2023,voxel_area_2023,Model_2023,Iteration_2023,point2tree_Volume_2023,point2tree_area_2023,graham_volume_2023,graham_Area_2023,TotalBranches_2023,convex_hull_area_2023,convex_hull_area_2021
0.065,0.061271847,0.2,tree_1011,3400,0.02798005,0.124640246,0.042355023,0.090425393,蓝20_50_行5_2_000166,100,0.941,2.621091235,1.97,tree_1066,3400,1.008518991,1.684946483,1.681028103,1.666202579,535,2.094010759,0.1390096
0.181,0.203798563,0.31,tree_626,3400,0.082626314,0.171690538,0.133066797,0.194374571,蓝20_50_行7_2_000170,152,3.037,12.91387235,5.54,tree_659,3400,5.590198909,5.26453369,8.504307706,4.162681343,1583,6.299071137,0.240591835
0.047,0.045795511,0.15,tree_980,3400,0.019739787,0.12549297,0.022926711,0.082511057,蓝20_50_行9_2_000054,100,0.372,0.88287815,1.18,tree_1035,3400,0.233707106,0.875204194,0.526847598,0.842265389,256,1.127046691,0.11708347
0.034,0.025943503,0.2,tree_757,3400,0.007293748,0.148293465,0.024663484,0.135088837,蓝20_50_行10_2_000185,100,0.564,1.614464197,1.38,tree_797,3400,0.734346126,1.239099469,1.033396103,1.054331813,331,1.38342978,0.14871854
0.112,0.158839724,0.22,tree_136,3400,0.07187231,0.199711057,0.076149918,0.120974717,蓝20_50_行14_2_000098,100,2.089,6.732842666,3.8,tree_143,3400,3.185080096,3.595648663,4.371492004,3.109712685,1191,4.29649675,0.18269352
0.093,0.094055597,0.31,tree_1008,3400,0.071292918,0.238594883,0.081341711,0.20562985,混01_51_行31_3_000121,100,1.791,5.456970947,3.76,tree_1063,3400,2.22011633,3.329372112,4.242034248,3.18341903,1079,4.429718517,0.2441497
0.02,0.010838259,0.09,tree_33,3400,0.004024938,0.050190962,0.007503044,0.031282661,蓝20_50_行11_2_000207,100,0.65,2.194575887,1.61,tree_36,3400,0.821864009,1.516841499,1.123940314,1.482251333,384,1.742982788,0.04858179
0.048,0.026355751,0.15,tree_856,3400,0.010611898,0.09325185,0.022046086,0.059754186,蓝20_50_行18_2_000151,100,0.791,2.363979901,1.72,tree_903,3400,0.779951051,1.522812333,1.294251803,1.554913877,467,1.855310574,0.106896495
0.098,0.119317151,0.23,tree_1041,3400,0.070090707,0.148429918,0.069048672,0.128797522,蓝20_50_行14_1_000113,100,1.139,5.159838101,2.72,tree_1097,3400,2.255065418,2.614854849,2.851795807,2.372201539,580,3.164971311,0.15954485
0.012,0.002783187,0.07,tree_702,3400,0.004348109,0.051141586,0.002040958,0.026458933,蓝20_50_行6_2_000345,100,2.027,6.841783833,3.55,tree_740,3400,3.069711519,3.598873504,4.358879744,3.227971339,1110,3.761798119,0.035429405
0.256,0.351142831,0.71,tree_241,3400,0.161714684,0.581411692,0.307697109,0.533185072,蓝20_50_行3_3_000077,231,1.274,3.86367379,3.54,tree_254,3400,1.535512428,3.444502088,2.880842781,3.491441835,856,3.831895923,0.62976729
0.09,0.113886772,0.28,tree_67,3400,0.039263259,0.229550206,0.065435075,0.189283222,蓝20_50_行12_2_000084,120,1.389,4.942938527,3.06,tree_72,3400,1.840231036,3.018613067,2.512351375,1.685159268,814,3.451037981,0.274004795
0.055,0.052398561,0.15,tree_78,3400,0.019864613,0.122169212,0.024850367,0.059551396,蓝20_50_行18_2_000156,100,2.525,8.100590841,4.86,tree_85,3400,3.450386529,4.759113877,5.84614468,3.887203121,1357,5.29705072,0.116879645
0.091,0.071404229,0.21,tree_885,3400,0.041953934,0.147713039,0.061445561,0.149882049,绿08_18_行2_1_000003,100,2.125,9.758257721,5.65,tree_933,3400,4.276263806,5.585763482,6.626402186,4.792246212,1052,6.971761577,0.165912195
0.2,0.210835214,0.36,tree_852,3400,0.106911944,0.272247176,0.165811166,0.21057585,蓝20_50_行12_1_000262,175,1.834,6.728665173,4.01,tree_899,3400,3.294952665,3.870377001,4.403756364,3.624628883,1002,4.416479847,0.28540184
0.429,0.855829846,0.85,tree_9,3400,0.598817523,0.766376894,0.681389452,0.642902668,蓝20_50_行9_3_000020,300,3.52,17.60818641,7.73,tree_10,3400,7.583042285,7.75776094,10.43700761,7.157783845,1971,8.464107703,0.7743211
0.092,0.081914285,0.22,tree_149,3400,0.042444576,0.157116176,0.061145555,0.114087948,蓝20_50_行15_1_000108,100,1.162,4.370556366,3,tree_157,3400,1.383563404,2.784074486,2.403114498,1.787526962,590,3.639178281,0.147416195
0.063,0.050575394,0.22,tree_7,3400,0.025271904,0.14055853,0.040044103,0.122071261,蓝20_50_行11_2_000226,100,0.525,1.417501768,1.14,tree_8,3400,0.542174003,0.979724884,0.922306067,0.841647499,267,1.109745054,0.154750945
0.31,0.507662268,0.47,tree_449,3400,0.352492302,0.418907877,0.355427665,0.231172272,绿01-23_1_000073,206,2.336,9.890147548,3.47,tree_476,3400,4.521210313,2.988721316,5.526832374,2.593016994,1171,3.788695272,0.377961135
0.063,0.052004375,0.22,tree_348,3400,0.031476408,0.161023126,0.039925777,0.135477131,蓝20_50_行3_2_000134,100,0.904,2.41127047,2.35,tree_367,3400,0.88414515,2.015042964,1.702774887,1.910111437,575,2.608700578,0.158429695
0.065,0.091229039,0.25,tree_30,3400,0.042988293,0.201456462,0.051702823,0.114710989,蓝20_50_行8_1_000043,100,0.876,2.888729496,2.47,tree_32,3400,0.899861764,2.201791094,1.687418108,2.226847808,637,2.969229588,0.180645085
0.092,0.550547361,0.28,tree_544,3400,0.315173301,1.013529601,0.387190804,0.84404432,蓝20_50_行15_3_000129,100,2.063,11.05312899,5.09,tree_575,3400,4.062559132,5.32016559,5.076723979,4.80465402,1136,8.32385777,1.050227355
0.285,0.466809012,0.46,tree_848,3400,0.207206628,0.387465719,0.297054603,0.258999484,蓝20_50_行15_2_000115,197,2.014,8.636329153,3.81,tree_895,3400,3.73364368,3.759166009,4.573095901,3.017048841,1111,4.206595122,0.382610405
0.524,0.889073691,0.87,tree_99,3400,0.553790347,0.723178308,0.665682958,0.63167116,绿01-23_1_000554,483,2.788,15.88262248,6.63,tree_106,3400,5.203984021,7.007600071,8.327390645,7.010293442,1457,8.330851083,0.8031138
0.051,0.053085522,0.21,tree_88,3400,0.021170071,0.180584185,0.034976949,0.113307442,混01_51_行32_3_000376,100,1.644,7.355656637,4.39,tree_95,3400,3.306623478,3.983541827,5.194050719,3.830942895,953,4.763188941,0.17320978
0.069,0.056927392,0.24,tree_118,3400,0.027460865,0.168086026,0.050497639,0.15810817,蓝20_50_行6_2_000027,100,0.701,2.407143359,1.86,tree_125,3400,0.69570493,1.668893617,1.233846908,1.668426012,439,2.081341464,0.17653342
0.258,0.375144796,0.58,tree_87,3400,0.216573136,0.459524281,0.274884617,0.342758807,蓝20_50_行13_3_000392,186,2.738,13.19996913,6.72,tree_94,3400,4.670348526,6.748898656,8.573630986,5.969808583,1522,7.8171062,0.48433272
0.304,0.597373756,0.64,tree_1267,3400,0.308301686,0.550070688,0.402003012,0.488533412,蓝20_50_行13_3_000423,253,3.751,17.53878417,8.06,tree_1332,3400,8.466381822,8.251687499,12.34036391,7.806326681,2085,8.813922599,0.61505097
0.01,0.006935438,0.07,tree_597,3400,0.00450437,0.065567896,0.004415235,0.031330299,蓝20_50_行12_1_000530,100,0.658,2.790007094,2.04,tree_629,3400,0.83710782,1.828939756,1.403688608,1.444233265,376,2.326234158,0.05242949
0.31,0.416321899,0.5,tree_1166,3400,0.210896204,0.389378015,0.274307949,0.288749054,蓝20_50_行15_1_000408,294,2.407,11.44456346,4.82,tree_1230,3400,4.585163867,4.96759162,6.20560494,3.242400108,1391,5.878337417,0.436031035
0.043,0.022341058,0.15,tree_458,3400,0.009306929,0.090931836,0.020439959,0.081844359,混01_51_行26_3_000109,100,1.556,5.489155002,3.23,tree_486,3400,2.238084839,3.127155221,3.374156845,2.500223379,879,3.486798156,0.09211527
0.025,0.01849871,0.14,tree_654,3400,0.005957079,0.088504833,0.011678018,0.056666812,蓝20_50_行11_2_000481,100,0.292,0.967470689,1.1,tree_691,3400,0.344817233,1.060103446,0.471113613,0.909819575,154,1.095214203,0.08854385
0.033,0.027035298,0.15,tree_128,3400,0.019336979,0.098767867,0.018517116,0.074388875,蓝20_50_行15_2_000389,100,0.703,2.711374484,1.91,tree_135,3400,0.960077673,1.800228542,1.670366924,1.820647205,381,2.289945612,0.094620515
0.046,0.037909172,0.25,tree_1036,3400,0.010568828,0.166539799,0.034132483,0.145700779,蓝20_50_行7_2_000289,100,1.991,7.071961624,3.73,tree_1092,3400,3.545580777,3.503846732,4.481027726,3.262837867,1066,4.051498606,0.17326219
0.026,0.015234225,0.13,tree_981,3400,0.004007047,0.084006901,0.010368093,0.07163449,蓝20_50_行5_2_000337,100,0.306,0.8612771,1.14,tree_1036,3400,0.223878055,0.990631831,0.560770104,1.009504371,189,1.268943673,0.075580535
0.357,0.712814944,0.62,tree_1006,3400,0.459483413,0.552925345,0.452557879,0.3934452,蓝20_50_行13_3_000193,223,2.307,13.14398985,5.61,tree_1061,3400,5.118764023,5.782922456,7.145137968,4.971737898,1201,6.825027354,0.53262142
0.181,0.347765511,0.44,tree_1035,3400,0.153319116,0.330933879,0.199733419,0.21454765,混01_51_行61_3_000255,103,4.09,29.04679666,10.21,tree_1091,3400,13.4502168,10.18345663,19.1192012,8.320527108,1995,11.12588134,0.376592715
0.096,0.110489106,0.32,tree_1016,3400,0.033314527,0.21119202,0.089856892,0.207820363,蓝20_50_行5_2_000406,100,1.615,10.8127826,4.39,tree_1071,3400,4.187288609,4.61540772,6.189125449,3.248543251,675,5.119865393,0.24447426
0.094,0.113319128,0.37,tree_672,3400,0.074597857,0.251136261,0.091255284,0.21574884,蓝20_50_行6_2_000033,100,1.497,6.168083825,2.98,tree_709,3400,2.205419872,3.046896842,3.260493377,2.586145129,767,3.538718796,0.303752225
0.166,0.201295386,0.31,tree_207,3400,0.122370515,0.254609683,0.135950878,0.197468049,蓝20_50_行43_3_000218,124,0.829,3.924053729,2.37,tree_216,3400,1.26228705,2.223556536,1.94722862,1.972474003,516,2.890225294,0.252051215
0.247,0.348772755,0.61,tree_1092,3400,0.175230451,0.483294335,0.24379313,0.305085813,蓝20_50_行12_3_000420,191,1.959,8.866344477,5.54,tree_1150,3400,4.148629771,5.8963047,6.35783964,4.365129023,927,6.850546502,0.500980475
0.014,0.006518951,0.07,tree_223,3400,0.006539713,0.053779565,0.003956196,0.034962552,混01_51_行08_3_000033,100,1.665,5.025349281,3.7,tree_234,3400,1.774706928,3.514145648,3.128769914,3.028329908,1016,4.020358209,0.0452957
0.267,0.75067708,0.64,tree_169,3400,0.233588374,0.510143861,0.266228283,0.285449523,混01_51_行25_3_000433,185,2.322,14.24818429,6.55,tree_177,3400,5.040166868,6.756962718,8.24427855,6.252767245,1145,8.018262096,0.83329188
0.064,0.051042774,0.17,tree_466,3400,0.022139226,0.1133714,0.026026672,0.058230175,蓝20_50_行5_2_000019,100,1.792,5.573279763,3.63,tree_494,3400,1.784021167,3.270684658,3.580948462,2.918176667,1126,4.0444436,0.10361429
0.123,0.179313784,0.37,tree_261,3400,0.100495901,0.269567731,0.105726604,0.235063078,蓝20_50_行5_1_000476,100,2.135,8.141374122,4.06,tree_275,3400,3.844789584,3.74826255,5.188203597,3.187546602,1166,4.349722822,0.34696185
0.13,0.161312434,0.32,tree_1089,3400,0.095918726,0.28215028,0.118716618,0.196386704,蓝20_50_行15_1_000229,100,2.845,11.51951902,5.32,tree_1146,3400,5.214147266,5.085904089,7.791594179,4.323817828,1417,5.924031427,0.27759577
0.051,0.037024048,0.18,tree_808,3400,0.010598465,0.123743353,0.033551762,0.107846914,蓝20_50_行8_2_000351,100,0.676,2.381281114,1.54,tree_853,3400,0.711575539,1.247232711,1.246431179,1.208422879,344,1.718416569,0.12737981
0.1,0.097258934,0.3,tree_311,3400,0.056953686,0.235271879,0.08726141,0.203900423,蓝20_50_行12_1_000388,100,1.942,7.724966575,3.86,tree_328,3400,2.852778839,3.6658034,4.146644927,3.354461286,990,4.459888794,0.23025957
0.087,0.119227617,0.3,tree_514,3400,0.06922644,0.219802189,0.089453916,0.180363675,混01_51_行75_3_000324,100,1.616,10.81259077,4.48,tree_542,3400,3.797020707,4.393321598,6.385165203,3.876448645,802,5.574271369,0.248572275
0.331,0.519862262,0.75,tree_139,3400,0.328369518,0.660988817,0.346908204,0.334443574,蓝20_50_行13_2_000444,200,0.259,1.229992456,1.2,tree_146,3400,0.321082011,1.158570675,0.719924359,1.065180429,116,1.611364965,0.66804919
0.139,0.169082995,0.33,tree_330,3400,0.051536951,0.214550735,0.100214518,0.214948855,蓝20_50_行13_2_000097,110,1.866,6.299804546,3.85,tree_347,3400,2.83902464,3.65130557,4.233729077,2.796433102,1050,4.103579136,0.247714095
0.016,0.006920933,0.08,tree_1169,3400,0.01112801,0.092656657,0.005459344,0.063441899,蓝20_50_行18_2_000160,100,0.817,2.432877342,1.64,tree_1233,3400,1.119115098,1.574486337,1.510409005,1.348167046,416,1.702637656,0.063436405
0.149,0.193970418,0.31,tree_482,3400,0.096038495,0.195328532,0.125083624,0.169820888,蓝20_50_行3_1_000539,103,2.832,18.62819455,7.62,tree_510,3400,7.870203526,7.762682345,11.51370463,7.005209902,1307,8.850755178,0.24016881
0.105,0.1259077,0.32,tree_29,3400,0.055410155,0.212580307,0.074807941,0.106471673,蓝20_50_行3_2_000467,100,0.708,2.871975197,2.1,tree_31,3400,0.905293332,1.946112749,1.607964998,1.628976299,371,2.619854035,0.226625125
0.26,0.631870127,0.79,tree_263,3400,0.283187508,0.681037473,0.450619043,0.51870979,蓝20_50_行13_3_000454,169,2.834,13.10726061,6.61,tree_277,3400,4.695913686,6.679253804,8.029177811,5.596335998,1673,7.379713435,0.739714545
0.223,0.318915128,0.38,tree_1287,3400,0.159307816,0.237057412,0.190070587,0.159492808,蓝20_50_行8_1_000205,137,1.132,5.042695072,2.77,tree_1353,3400,1.75407688,2.669242617,2.396407765,1.697814113,595,3.142065737,0.28220882
0.037,0.030377448,0.18,tree_293,3400,0.018702988,0.152647797,0.022649238,0.089576131,蓝20_50_行17_1_000460,100,3.677,15.84670205,7.87,tree_308,3400,6.146768373,8.175724097,10.06207038,8.202004163,2382,9.644324189,0.13282018
0.052,0.030521296,0.17,tree_430,3400,0.016025872,0.122895415,0.027609514,0.087623538,蓝20_50_行11_1_000521,100,0.823,3.018492554,1.98,tree_456,3400,1.032255798,1.772715967,1.652132338,1.508085808,465,2.056454742,0.11214938
0.032,0.023425405,0.12,tree_8,3400,0.007325599,0.082216492,0.01543383,0.062901354,蓝20_50_行12_2_000416,100,1.07,4.260841022,3.13,tree_9,3400,1.046131198,2.808769869,2.49613861,2.366416252,691,3.529944937,0.07645428
0.093,0.078051971,0.23,tree_1078,3400,0.053382779,0.180216471,0.067685815,0.152564517,混01_51_行56_3_000222,100,0.49,1.852241881,1.56,tree_1135,3400,0.41470817,1.363946954,0.791848413,1.334122642,324,1.671504606,0.182183255
0.069,0.057790675,0.18,tree_1133,3400,0.024762868,0.143476563,0.039545836,0.109024418,蓝20_50_行13_2_000211,100,1.252,4.13029324,3.13,tree_1194,3400,1.41674195,3.028524013,2.767415941,2.874984238,739,3.300626374,0.13293233
0.076,0.091893463,0.21,tree_421,3400,0.037324371,0.141656049,0.049097385,0.112986531,蓝18_48_行2_3_000037,100,2.097,6.239587778,4.14,tree_446,3400,2.433008461,3.707917426,4.345197239,3.555351831,1204,4.605091811,0.14016126
0.085,0.062217282,0.25,tree_256,3400,0.029736505,0.173158446,0.052407444,0.167501047,蓝20_50_行17_3_000083,100,1.08,5.624591579,2.62,tree_269,3400,1.748885284,2.402694808,2.274091099,2.294313866,698,3.11007735,0.189324
0.077,0.083004011,0.23,tree_651,3400,0.054061013,0.194278243,0.062308616,0.117002571,蓝20_50_行15_1_000132,100,0.898,4.193678082,2.59,tree_688,3400,1.662194978,2.560790861,2.332022859,2.498334612,407,3.084390062,0.17322696
0.065,0.082427113,0.28,tree_1094,3400,0.043378293,0.230930109,0.054820739,0.173921881,蓝20_50_行13_2_000089,100,2.202,8.394261475,4.71,tree_1152,3400,3.268711234,4.391367516,4.997601529,3.964702127,1316,5.242956938,0.214113095
0.159,0.321170786,0.52,tree_1295,3400,0.173289459,0.347201061,0.170492523,0.246079833,蓝20_50_行8_2_000496,105,4.365,17.10277009,8.18,tree_1362,3400,9.725348048,8.299633839,12.73865247,7.584703134,2511,8.692599983,0.44638552
0.011,0.002833862,0.1,tree_1003,3400,0.004391719,0.072016328,0.002338847,0.046776933,蓝20_50_行6_1_000027,100,0.368,1.204735842,1.43,tree_1058,3400,0.342400057,1.208330388,0.722919811,1.176176796,195,1.467709749,0.05193555
0.211,0.371156898,0.5,tree_615,3400,0.161927895,0.374012392,0.240249275,0.338689433,蓝20_50_行9_1_000208,138,1.425,7.273516658,4.07,tree_648,3400,2.931284819,3.996058844,3.763070862,3.808977226,706,4.787530656,0.425379345
0.172,0.201155967,0.36,tree_68,3400,0.090974281,0.305037212,0.142342611,0.235869658,蓝20_50_行5_2_000452,154,0.567,1.955475909,1.79,tree_73,3400,0.521385549,1.478494918,1.112575938,1.569053769,368,2.06593366,0.30542708
0.175,0.172427135,0.33,tree_557,3400,0.096895443,0.25177085,0.125306066,0.205836564,蓝20_50_行15_2_000225,140,0.568,1.946849189,1.4,tree_589,3400,0.911124049,1.339769138,1.144384373,1.158858289,281,1.40017253,0.243940565
0.045,0.023057649,0.16,tree_679,3400,0.009100247,0.103728804,0.020744332,0.092985858,蓝20_50_行13_3_000221,100,1.752,4.945164332,3.73,tree_716,3400,1.774674087,3.458263852,3.714580615,3.273760619,1106,4.161601524,0.099874545
0.14,0.172683451,0.29,tree_10,3400,0.080230202,0.222211787,0.122895952,0.145783917,蓝20_50_行13_1_000102,100,1.639,6.169389465,3.38,tree_11,3400,2.17991308,3.081996866,3.490357822,2.956450123,959,3.619990418,0.2246909
0.159,0.28926247,0.42,tree_12,3400,0.126955014,0.377908286,0.170990419,0.280700177,蓝20_50_行6_2_000159,100,1.345,4.493673982,2.59,tree_13,3400,1.595173349,2.181228433,2.233215023,2.13301894,753,2.894258972,0.36346262
0.252,0.349185448,0.64,tree_34,3400,0.210522343,0.480117974,0.292514381,0.490164175,蓝20_50_行8_2_000356,181,1.564,7.162857883,3.38,tree_37,3400,3.152465427,3.239817251,3.939776041,2.889454443,811,3.852583284,0.55937689
0.006,0.000790791,0.04,tree_174,3400,0.000112891,0.012214375,0.000510946,0.008459103,蓝20_50_行15_3_000093,100,0.373,0.954738254,0.91,tree_183,3400,0.299444235,0.730938945,0.544339764,0.541357239,226,0.956168091,0.018683425
0.189,0.268523103,0.45,tree_319,3400,0.159790776,0.310358639,0.191241884,0.337412343,蓝20_50_行12_1_000247,121,1.718,7.12651784,3.41,tree_336,3400,3.747303334,3.417011176,4.404354602,3.043462731,859,3.638996425,0.384261555
0.114,0.152157134,0.18,tree_1152,3400,0.042117158,0.092737531,0.080575709,0.096750579,蓝20_50_行15_2_000486,100,0.613,3.633297462,2.09,tree_1214,3400,0.980716312,2.050164383,1.447158105,1.66146695,302,2.630069488,0.139522935
0.044,0.032285887,0.17,tree_362,3400,0.020156463,0.128924019,0.022182437,0.055737499,蓝20_50_行15_1_000123,100,0.96,3.346356739,2.35,tree_381,3400,1.277836687,2.070051132,1.939764834,1.766314956,534,2.488474022,0.111694005
0.037,0.023470192,0.17,tree_277,3400,0.011375879,0.102580589,0.018771597,0.075574082,蓝20_50_行7_2_000298,100,1.173,3.877349335,2.87,tree_291,3400,1.517996332,2.432127494,2.548908432,2.507564053,625,3.009194259,0.103014665
0.119,0.156525123,0.29,tree_1141,3400,0.061605273,0.187834041,0.094420037,0.146835696,蓝20_50_行10_1_000242,100,0.845,3.2173589,1.99,tree_1203,3400,1.16023782,1.876593034,1.691300993,1.48117852,425,2.167804821,0.21801412
0.039,0.028175337,0.19,tree_940,3400,0.008734221,0.106858513,0.020652222,0.103452856,蓝20_50_行16_3_000167,100,1.811,7.668202202,4.87,tree_990,3400,2.795238959,4.676987553,4.460807459,3.46937624,1011,5.523702868,0.128140695
0.063,0.052986437,0.2,tree_91,3400,0.027168829,0.149984081,0.032412298,0.104089834,蓝01_31_行2_2_000228,100,0.607,2.20877237,2.54,tree_98,3400,0.594921033,2.282636141,1.108717877,1.438191824,229,3.355360945,0.158718
0.277,0.321890995,0.44,tree_1,3400,0.191545068,0.323962993,0.242099935,0.293510232,蓝20_50_行3_2_000241,227,2.324,10.91809792,5.41,tree_1,3400,3.732903383,5.211177835,7.107042426,4.715222439,1218,6.318107033,0.351721655
0.155,0.250414801,0.44,tree_870,3400,0.148261123,0.303878698,0.149893041,0.210639341,蓝20_50_行7_1_000037,104,1.599,6.975200323,4.41,tree_918,3400,2.466464959,4.364635355,3.832732506,4.394159433,1082,5.348304365,0.351128985
0.134,0.119406416,0.24,tree_522,3400,0.049540411,0.134363442,0.092093619,0.144047218,蓝20_50_行15_2_000387,219,0.656,2.362332561,2,tree_551,3400,0.791388492,1.886567538,1.389984476,1.376717185,368,2.39814388,0.16668984
0.279,0.446624419,0.44,tree_2,3400,0.155312873,0.367332698,0.328088798,0.309416246,混01_51_行01_3_000007,210,1.837,6.995531323,4.81,tree_2,3400,2.662031641,4.729071336,4.168310353,4.312106733,1154,6.388231894,0.39289349
0.072,0.054427961,0.18,tree_279,3400,0.036655877,0.119717012,0.041950649,0.106310565,蓝20_50_行17_2_000150,100,0.46,1.065544864,1.49,tree_293,3400,0.312213624,1.215364131,0.843632276,1.102708135,283,1.428601843,0.127541095
0.221,0.648070261,0.7,tree_912,3400,0.110565292,0.553596603,0.191744115,0.348795377,蓝20_50_行13_2_000441,160,1.133,5.540914106,3.74,tree_960,3400,2.182895954,3.925765551,3.718945246,3.144304518,507,4.440237684,1.024750035
0.209,0.249015651,0.44,tree_642,3400,0.160788115,0.321506015,0.220117262,0.339370583,蓝20_50_行11_1_000253,172,2.5,10.73526332,5.86,tree_678,3400,5.36690689,5.916450311,7.257373093,5.315955611,1243,6.445877183,0.367075305
0.179,0.196460122,0.32,tree_745,3400,0.095123987,0.236438524,0.125805201,0.211487955,蓝20_50_行16_1_000136,153,3.804,17.48741863,7.74,tree_785,3400,8.716948437,7.669431023,12.69469874,7.184810275,1933,8.424007627,0.251486135
0.133,0.20893299,0.39,tree_288,3400,0.083527572,0.299678193,0.156039651,0.224496323,蓝20_50_行13_3_000233,100,1.71,7.093591156,2.96,tree_303,3400,3.320816655,2.781546923,3.971499422,2.582915632,945,3.424156098,0.324659685
0.101,0.080103787,0.22,tree_605,3400,0.035937786,0.145320707,0.051813129,0.080741385,蓝20_50_行16_2_000131,100,0.824,2.98145285,2.31,tree_638,3400,0.957958573,2.193730821,1.770146605,2.114876198,498,2.878885062,0.14728104
0.091,0.084019122,0.32,tree_622,3400,0.055987421,0.225706599,0.063943406,0.197902659,蓝20_50_行15_1_000295,100,0.352,0.875750891,1.17,tree_655,3400,0.293065161,0.962599648,0.558215668,0.789871456,214,1.17759737,0.225563035
0.168,0.307155241,0.63,tree_22,3400,0.101989823,0.56830155,0.163141403,0.370982055,蓝20_50_行9_3_000373,142,2.968,16.0098402,7.09,tree_23,3400,7.670744247,7.284896345,11.29529196,6.385923804,1619,8.173543648,0.583861815
0.156,0.158162514,0.3,tree_172,3400,0.083530199,0.210057022,0.116190021,0.16846295,蓝20_50_行13_3_000214,144,1.982,7.916699499,4.3,tree_180,3400,3.662086514,4.483757366,5.2021571,3.301222701,1039,4.680157634,0.233322005
0.43,0.70773582,0.9,tree_677,3400,0.37944557,0.726853553,0.539203724,0.645932265,混01_51_行23_3_000449,395,3.07,15.74794134,7.71,tree_714,3400,7.189175038,7.984403199,10.74757906,7.666313078,1757,9.329708779,0.78662365
0.268,0.552749258,0.68,tree_1018,3400,0.333501058,0.555003709,0.420901181,0.513796884,混01_51_行69_3_000383,162,2.932,17.01034262,8.39,tree_1073,3400,5.651163958,8.88886689,10.18737738,8.265453767,1397,10.33971227,0.60259636
0.146,0.185915774,0.34,tree_836,3400,0.140484451,0.253258326,0.140006796,0.189949273,蓝20_50_行12_3_000309,100,2.186,11.7640782,5.26,tree_882,3400,4.714108591,5.566607651,7.249869971,4.960664798,1028,6.713174469,0.26130654
0.256,0.369888635,0.5,tree_133,3400,0.267130397,0.385249903,0.264789567,0.259674582,蓝20_50_行13_1_000267,150,2.848,11.09821975,4.42,tree_140,3400,4.87429535,4.107276703,6.797445863,3.768955425,1426,4.87362333,0.40777602
0.121,0.147613043,0.34,tree_55,3400,0.052979768,0.254706681,0.096948101,0.199455891,蓝20_50_行9_2_000380,118,0.75,2.421510024,1.65,tree_60,3400,0.753541304,1.425899272,1.370584514,1.522452122,485,1.832555066,0.259919705
0.174,0.239453683,0.44,tree_773,3400,0.128743759,0.318342059,0.153903882,0.277809815,蓝20_50_行7_1_000040,133,2.802,10.07029687,5.08,tree_813,3400,4.165405046,4.797692327,6.268723523,4.855993088,2003,5.497983519,0.34751007
0.184,0.246304961,0.45,tree_1019,3400,0.139577294,0.332389723,0.162248896,0.289544807,蓝20_50_行6_2_000461,125,1.191,4.056256557,2.89,tree_1074,3400,1.51082992,2.709536826,2.28213997,2.21025071,648,3.190103168,0.342530165
0.048,0.026554895,0.16,tree_25,3400,0.012294616,0.09562489,0.022161251,0.08229237,蓝20_50_行5_3_000013,100,1.704,6.155402819,3.88,tree_26,3400,2.607474122,3.651524394,3.870046087,3.178213139,1146,3.954800285,0.103839
0.165,1.399358752,0.34,tree_580,3400,0.143911571,0.287673674,0.141266648,0.22785663,蓝20_50_行13_1_000094,100,3.059,12.12368465,7.14,tree_612,3400,4.77868398,7.386604188,8.529138437,6.07530387,1713,7.86098543,0.30501004
0.026,0.011036838,0.17,tree_798,3400,0.005713331,0.115561368,0.007828155,0.110592351,蓝20_50_行3_3_000032,100,0.141,0.373337885,0.71,tree_843,3400,0.131676778,0.68425096,0.226149076,0.525778037,100,0.754524709,0.11059117
0.21,0.988738692,0.59,tree_202,3400,0.215801237,0.549900586,0.323226956,0.482725929,混01_51_行03_3_000385,117,3.128,13.22346929,6.79,tree_211,3400,5.071826303,6.726880144,8.294917758,6.491519857,2113,7.382982352,0.77994932
0.163,0.179810111,0.37,tree_560,3400,0.116169354,0.282149774,0.135768011,0.238646027,蓝20_50_行15_1_000301,151,1.498,4.058532681,3.58,tree_592,3400,1.786811771,3.158907836,3.335441108,3.28542672,781,3.9027776,0.29094619
0.189,0.2163731,0.42,tree_945,3400,0.112288406,0.337550761,0.180370385,0.316518519,混01_51_行71_3_000305,143,1.906,12.93959104,5.32,tree_997,3400,4.934682885,5.942274781,8.161060029,5.499710972,858,7.037028212,0.34851415
0.102,0.118607507,0.28,tree_935,3400,0.050524888,0.206497466,0.075631995,0.175466567,蓝20_50_行6_2_000165,100,0.74,2.665191612,1.97,tree_983,3400,0.901778268,1.618279097,1.536631671,1.70298938,440,2.053826483,0.19487369
0.104,0.184885711,0.34,tree_979,3400,0.093725545,0.252019496,0.096406842,0.259454221,混01_51_行24_3_000413,100,1.771,11.55836763,6.81,tree_1034,3400,4.343528676,7.542714502,8.600979756,8.833354576,780,9.438224675,0.31245446
0.204,0.236593168,0.45,tree_199,3400,0.145400314,0.351462027,0.183477445,0.255240974,蓝20_50_行13_1_000259,212,1.607,5.007895019,2.55,tree_208,3400,2.339874121,2.251672765,2.769743303,2.026028723,1018,2.670186968,0.3734314
