region,file_name,treeID,Model,point2tree_area,voxel_volume,convex_hull_volume,voxel_area,Iteration,point2tree_volume,Recon_iter,Precision,Recall,F1 Score,graham_volume,graham_Area,convex_hull_area,density_points_per_m2,num_point,bounding_box_area_m2
CULS,./CULS/plot_3_annotated.las,3103,tree_29,26.3548537,42.264,116.8636596,25.6,3400,53.82718734,3400,0.944887312,0.76916,0.848015711,55.17524699,14.83562004,27.0985495,1165.467604,47920,41.116544
CULS,./CULS/plot_3_annotated.las,3104,tree_30,26.62074641,55.408,149.5751197,26.16,3400,75.49202266,3400,0.89433161,0.71353,0.793765371,81.11817372,18.66924498,27.1026855,1558.608484,61693,39.582102
CULS,./CULS/plot_3_annotated.las,3105,tree_31,13.91121941,26.4,79.37832553,13.96,3400,39.56791516,3400,0.959754531,0.713,0.818177405,29.74053033,9.502653449,13.7072115,1368.172828,28028,20.485716
CULS,./CULS/plot_3_annotated.las,3106,tree_32,13.49740931,21.112,51.97778244,13.96,3400,21.36200254,3400,0.953506764,0.83255,0.888932617,22.22609263,6.38099885,14.1158745,1183.419886,24025,20.301332
CULS,./CULS/plot_3_annotated.las,3107,tree_33,18.41611813,31.032,101.076625,16.52,3400,53.88726789,3400,0.939488221,0.6564,0.772836168,36.99432385,7.530278684,17.5284085,1287.564631,31498,24.463238
CULS,./CULS/plot_3_annotated.las,3108,tree_34,28.42659508,58.896,157.4586018,27.08,3400,75.78926852,3400,0.924966266,0.78011,0.846384937,87.39992766,19.73494103,28.215031,1836.334615,69662,37.935352
CULS,./CULS/plot_3_annotated.las,3109,tree_35,24.11545319,33.632,105.8367686,22.6,3400,49.70672412,3400,0.943955439,0.71552,0.814015056,51.65809231,16.51588605,24.6302415,1127.647319,43626,38.687628
CULS,./CULS/plot_3_annotated.las,3110,tree_36,13.98549576,28.968,83.98443631,13.88,3400,39.56116849,3400,0.950683611,0.74395,0.834706768,35.03859025,10.57229396,14.105391,1164.632147,29037,24.932336
CULS,./CULS/plot_3_annotated.las,3111,tree_37,29.72406454,42.544,155.7161003,28.36,3400,61.99399628,3400,0.931625913,0.72617,0.816166554,59.19394275,19.30351469,31.5458895,962.136661,43145,44.842902
CULS,./CULS/plot_3_annotated.las,3112,tree_38,22.90173923,35.528,90.32046032,23.36,3400,39.13285127,3400,0.935123043,0.82898,0.878858299,47.28052043,16.45728472,25.124317,1111.569524,39336,35.3878
CULS,./CULS/plot_3_annotated.las,3113,tree_39,34.4067127,55.656,229.1654834,30.72,3400,131.2837498,3400,0.904950198,0.57723,0.704859508,79.38243762,25.31634442,31.369824,1431.238787,59937,41.877708
CULS,./CULS/plot_3_annotated.las,3114,tree_40,15.97790929,24.744,65.91003932,15.72,3400,29.32026053,3400,0.965295576,0.79289,0.870639846,30.5263037,10.41986214,15.7094705,1070.825615,23801,22.226775
CULS,./CULS/plot_3_annotated.las,3115,tree_41,32.37853171,48.368,198.0467405,29.4,3400,89.62151628,3400,0.919543337,0.64489,0.758107474,78.66649503,14.31007244,32.556239,1006.388752,48088,47.78272801
CULS,./CULS/plot_3_annotated.las,3116,tree_42,21.77688535,34.496,117.0869472,20.24,3400,63.97324789,3400,0.921900619,0.60423,0.73000306,45.16651548,14.56264174,22.117331,979.1256697,29885,30.522129
CULS,./CULS/plot_3_annotated.las,3117,tree_43,35.26573889,79.032,223.8467743,32,3400,137.0656357,3400,0.886745088,0.69211,0.777430617,115.7178298,22.09300409,32.832433,1714.821558,76085,44.369048
CULS,./CULS/plot_3_annotated.las,3118,tree_44,40.35880355,67.984,252.4190642,34.04,3400,159.4797935,3400,0.887609713,0.5579,0.685152724,106.9291578,24.65334617,37.837648,1684.744659,77133,45.783199
CULS,./CULS/plot_3_annotated.las,3119,tree_45,22.57474235,39.064,109.3781831,23,3400,46.16151068,3400,0.922699961,0.78069,0.845775364,48.41360426,14.48932976,23.7334065,1247.046525,40608,32.56334
CULS,./CULS/plot_3_annotated.las,3120,tree_46,22.21804468,36.272,110.5474637,20.76,3400,50.39013306,3400,0.944119512,0.74667,0.833865731,46.5846955,14.35247972,21.8564735,1497.519295,42573,28.429016
CULS,./CULS/plot_3_annotated.las,3121,tree_47,17.63183955,24.392,88.27246704,17.04,3400,38.71132647,3400,0.963514019,0.67511,0.793931911,30.15111644,13.62815787,17.594443,1075.275949,26750,24.877335
NIBIO,./NIBIO/plot_10_annotated.las,1,tree_48,32.38813623,91.096,310.3849832,29.96,3400,160.8537683,3400,0.83658,0.66329,0.739924324,139.5234381,21.11429929,32.98775,2408.634473,100000,41.5173
NIBIO,./NIBIO/plot_10_annotated.las,2,tree_49,21.59779505,87.216,287.3978982,19.76,3400,159.7135034,3400,0.8464,0.60791,0.707600201,128.2429146,16.44179943,21.70325,3739.212372,100000,26.7436
NIBIO,./NIBIO/plot_10_annotated.las,3,tree_50,5.620347645,8.96,45.138583,6.2,3400,13.77395012,3400,0.977058824,0.60702,0.74881911,8.34223504,3.537700026,6.44915,1228.945276,10200,8.299800001
NIBIO,./NIBIO/plot_10_annotated.las,4,tree_51,14.86386393,32.008,82.13160716,14.76,3400,42.99148519,3400,0.941600105,0.74213,0.830049524,38.84819489,6.987849738,15.2278,1462.718584,30548,20.8844
NIBIO,./NIBIO/plot_10_annotated.las,5,tree_52,25.67525299,56.536,220.3250068,22.88,3400,105.8425755,3400,0.909428627,0.64642,0.75569415,71.68089506,19.81729974,24.83245,2738.367723,96907,35.3886
NIBIO,./NIBIO/plot_10_annotated.las,6,tree_53,18.9353976,52.648,112.206268,16.92,3400,77.24788649,3400,0.955651025,0.81437,0.879372069,60.37498972,11.43164874,17.45435,3347.311914,74951,22.3914
NIBIO,./NIBIO/plot_10_annotated.las,7,tree_54,17.1001407,56.2,145.172943,16.4,3400,74.62851593,3400,0.919969746,0.72318,0.809790736,60.24519047,6.966700249,16.2956,3579.668761,84618,23.6385
NIBIO,./NIBIO/plot_10_annotated.las,8,tree_55,12.37274787,35.8,77.44223417,12.08,3400,42.86665349,3400,0.948616059,0.83984,0.890920084,37.0499751,7.216550012,12.2152,2292.085427,43788,19.104
NIBIO,./NIBIO/plot_10_annotated.las,9,tree_56,27.10436429,62.512,131.8151377,25.4,3400,85.4321673,3400,0.9546,0.83385,0.890148687,80.40096016,15.69599956,26.78565,2539.66964,100000,39.3752
NIBIO,./NIBIO/plot_10_annotated.las,10,tree_57,12.67056248,42.168,92.2669885,12.64,3400,50.78264006,3400,0.967234739,0.82447,0.890164554,48.47604549,7.618149996,12.3666,4393.625036,75812,17.255
NIBIO,./NIBIO/plot_10_annotated.las,11,tree_58,18.85509533,68.736,142.870303,18.64,3400,95.05784597,3400,0.914072247,0.70897,0.798561839,85.57565681,12.33660011,18.5416,2761.666491,70536,25.5411
NIBIO,./NIBIO/plot_10_annotated.las,12,tree_59,14.57814433,69.96,172.338718,14,3400,117.4484198,3400,0.88100323,0.61512,0.724435923,87.27449447,8.930899749,14.2699,2911.309799,56657,19.461
NIBIO,./NIBIO/plot_10_annotated.las,13,tree_60,7.286646337,14.816,53.91790217,8.32,3400,17.26470211,3400,0.928804348,0.55296,0.693216371,22.48886482,5.346199652,10.70075,474.1443177,7360,15.5227
NIBIO,./NIBIO/plot_10_annotated.las,14,tree_61,4.903565957,9.08,20.46405467,6.08,3400,6.40219947,3400,0.945472409,0.81876,0.877565774,10.31550734,3.376199886,5.99715,654.3868672,6107,9.332400001
NIBIO,./NIBIO/plot_10_annotated.las,15,tree_62,39.87859677,87.856,270.636313,34.16,3400,188.786859,3400,0.91398,0.62483,0.742238643,130.0514357,15.65329885,36.2639,1847.674055,100000,54.1221
NIBIO,./NIBIO/plot_10_annotated.las,17,tree_63,3.836148949,6.048,14.12009167,4.96,3400,5.005976783,3400,0.919432807,0.7519,0.827269739,7.812367504,3.035649994,5.296099999,388.5257808,3103,7.986599998
NIBIO,./NIBIO/plot_10_annotated.las,18,tree_64,18.51808661,51.008,183.0899222,18.76,3400,78.49039914,3400,0.886306476,0.56342,0.688906222,102.5115571,13.7795506,20.3746,1164.812436,33001,28.3316
NIBIO,./NIBIO/plot_10_annotated.las,19,tree_65,34.37476453,92.696,264.8585862,30.52,3400,175.3503537,3400,0.90096,0.68686,0.779475489,125.5374004,13.48624955,33.03905,2077.412707,100000,48.1368
NIBIO,./NIBIO/plot_10_annotated.las,21,tree_66,15.42861007,32.216,79.225798,15.68,3400,43.40515858,3400,0.935842601,0.7063,0.805028295,52.88375513,12.15519983,15.44495,1384.742952,29225,21.105
NIBIO,./NIBIO/plot_10_annotated.las,22,tree_67,12.12135768,26.536,58.45059367,12.64,3400,29.31215907,3400,0.970438981,0.87122,0.91815679,28.02408804,7.867800314,15.1114,1704.047922,40594,23.8221
NIBIO,./NIBIO/plot_10_annotated.las,23,tree_68,6.476974114,12.432,26.8758185,7.2,3400,11.24362532,3400,0.97731097,0.87246,0.92191384,10.67624268,2.954350135,7.137449999,1860.27021,18423,9.903399999
NIBIO,./NIBIO/plot_10_annotated.las,24,tree_69,5.250867997,13.592,21.506397,6.6,3400,10.80781701,3400,0.970664529,0.95579,0.96316984,11.67846977,4.331449885,6.62935,2513.394974,21203,8.436
NIBIO,./NIBIO/plot_10_annotated.las,25,tree_70,18.58508189,59.456,163.3912133,16.24,3400,102.7745096,3400,0.914196036,0.64203,0.754313663,83.63138498,10.51825014,16.4806,2518.588452,55755,22.1374
NIBIO,./NIBIO/plot_10_annotated.las,26,tree_71,11.85754798,25.624,78.6009785,12.24,3400,31.43176179,3400,0.939623991,0.7009,0.802892806,34.64437504,8.712499972,12.53575,1368.713108,25159,18.3815
NIBIO,./NIBIO/plot_10_annotated.las,27,tree_72,14.66800015,38.96,101.6463113,14.64,3400,52.24051545,3400,0.941789424,0.64966,0.768912801,53.37621514,9.592400602,14.6886,1297.108341,29462,22.7136
NIBIO,./NIBIO/plot_11_annotated.las,1,tree_73,32.71401809,114.976,407.3116325,31.04,3400,261.5981902,3400,0.7407,0.45695,0.565211648,212.6695433,23.06895007,31.74595,2456.036939,100000,40.716
NIBIO,./NIBIO/plot_11_annotated.las,2,tree_74,10.25546353,43.44,69.93899333,10.56,3400,48.51453707,3400,0.96682,0.83899,0.898380574,45.37855967,7.648650124,10.0504,6744.543664,100000,14.8268
NIBIO,./NIBIO/plot_11_annotated.las,3,tree_75,20.19904752,71.664,149.0888275,17.36,3400,123.2139292,3400,0.94002,0.72899,0.82116366,91.66532161,11.6370498,17.65865,3841.839165,100000,26.0292
NIBIO,./NIBIO/plot_11_annotated.las,4,tree_76,10.31572326,33.064,63.94171534,10.64,3400,35.86518653,3400,0.966604364,0.79912,0.874918979,37.14062001,6.306350131,10.65315,3394.711625,52432,15.4452
NIBIO,./NIBIO/plot_11_annotated.las,5,tree_77,20.21187988,72.712,187.8979162,19.04,3400,108.1843166,3400,0.87771,0.64996,0.746858146,95.36062861,13.96994946,19.9769,3921.199573,100000,25.5024
NIBIO,./NIBIO/plot_11_annotated.las,6,tree_78,25.49603482,72.552,200.4793078,21,3400,153.4526725,3400,0.88937,0.60807,0.722298344,116.9763496,15.31689993,21.8541,3259.112478,100000,30.6832
NIBIO,./NIBIO/plot_11_annotated.las,7,tree_79,26.83226094,75.872,172.3627992,22.84,3400,154.7302949,3400,0.9062,0.59967,0.721736875,118.3855825,20.42684968,24.36235,3023.413313,100000,33.0752
NIBIO,./NIBIO/plot_11_annotated.las,8,tree_80,28.38823013,83.672,202.8954865,24.04,3400,182.4557674,3400,0.90133,0.6105,0.727941587,130.5759853,19.03859988,25.75185,3037.002843,100000,32.9272
NIBIO,./NIBIO/plot_11_annotated.las,9,tree_81,9.605828676,39.432,70.19160601,9.64,3400,42.23531959,3400,0.965602272,0.83412,0.895058287,41.8183902,6.269899984,9.722250002,5706.685007,72185,12.6492
NIBIO,./NIBIO/plot_11_annotated.las,10,tree_82,6.167486046,22.376,44.26628016,7.28,3400,20.92196189,3400,0.963249087,0.8572,0.907135633,23.96233257,4.161849977,6.91075,3907.642452,40516,10.3684
NIBIO,./NIBIO/plot_11_annotated.las,11,tree_83,13.69638663,45.504,86.57909734,13.56,3400,50.0759312,3400,0.95947892,0.84435,0.898240423,49.34431659,8.839700327,13.52105,4483.729138,90965,20.2878
NIBIO,./NIBIO/plot_11_annotated.las,14,tree_84,10.84274765,38.616,81.60831833,10.8,3400,42.93935409,3400,0.95993019,0.82226,0.885777738,38.3377076,4.953549374,10.8132,3914.432028,70477,18.0044
NIBIO,./NIBIO/plot_11_annotated.las,15,tree_85,12.88600859,36.344,72.254005,11.44,3400,52.95186225,3400,0.979557387,0.80117,0.881428564,42.11481238,8.663550141,11.9086,5264.967637,85899,16.3152
NIBIO,./NIBIO/plot_11_annotated.las,16,tree_86,19.34524379,74.824,174.4225983,18.36,3400,114.8568971,3400,0.90357,0.70221,0.79026503,95.18419008,13.0939999,18.6741,3714.475684,100000,26.9217
NIBIO,./NIBIO/plot_11_annotated.las,17,tree_87,1.856323954,4.08,6.299591333,2.36,3400,2.625399479,3400,0.961303462,0.80817,0.878110507,2.990159982,1.476200037,2.08785,807.3533282,2455,3.0408
NIBIO,./NIBIO/plot_11_annotated.las,18,tree_88,29.66813214,70.816,243.048664,25.8,3400,155.1348155,3400,0.92229,0.62155,0.742627927,112.5239246,14.39694976,27.29145,2333.858451,100000,42.8475
NIBIO,./NIBIO/plot_11_annotated.las,19,tree_89,22.84548749,75.752,176.5661263,20.08,3400,134.1741022,3400,0.93485,0.69901,0.799908803,107.6826389,16.92179906,21.8411,2881.753028,100000,34.7011
NIBIO,./NIBIO/plot_11_annotated.las,21,tree_90,4.092059652,8.384,18.59355967,5.24,3400,6.353356669,3400,0.95272045,0.73219,0.828023099,8.415672499,3.061399796,5.676449999,675.093728,5330,7.895199998
NIBIO,./NIBIO/plot_11_annotated.las,22,tree_91,4.517766221,8.984,13.73711567,5.32,3400,6.926970263,3400,0.943946188,0.86628,0.903446994,8.197765022,2.736650015,4.99395,814.2931664,6244,7.668
NIBIO,./NIBIO/plot_11_annotated.las,23,tree_92,5.240171895,16.56,32.56063333,6.76,3400,13.72853296,3400,0.965242082,0.84387,0.900484656,16.48833992,3.563149919,6.7204,2081.711269,20427,9.812599999
NIBIO,./NIBIO/plot_11_annotated.las,24,tree_93,7.342293189,23.44,40.38141633,7.68,3400,23.16209583,3400,0.957577125,0.86039,0.906385788,26.04917984,4.812950149,7.404500001,2957.084572,31021,10.4904
NIBIO,./NIBIO/plot_11_annotated.las,26,tree_94,16.17446213,62.12,135.2464205,15.32,3400,89.00736982,3400,0.94636,0.71963,0.817566788,78.88148592,10.04925015,15.8496,4389.815628,100000,22.78
NIBIO,./NIBIO/plot_11_annotated.las,27,tree_95,12.48250238,44.584,99.05175,11.16,3400,66.91797781,3400,0.968285689,0.73113,0.833160151,54.17718723,7.092550113,10.69965,5627.794233,80563,14.3152
NIBIO,./NIBIO/plot_11_annotated.las,29,tree_96,11.42126149,38.608,112.9726303,13.08,3400,42.33182161,3400,0.934217029,0.69893,0.799624647,47.57640059,9.708900103,14.2164,1691.264675,34401,20.3404
NIBIO,./NIBIO/plot_11_annotated.las,30,tree_97,9.552589666,31.544,47.31405917,9.56,3400,34.81717112,3400,0.971605469,0.8952,0.931839156,29.94781963,6.700100235,9.2825,5003.65733,58145,11.6205
NIBIO,./NIBIO/plot_11_annotated.las,31,tree_98,28.65352495,106.832,320.7234668,25.72,3400,197.7449763,3400,0.80986,0.52739,0.638791648,178.1640742,19.43754911,26.90635,2960.66461,100000,33.7762
NIBIO,./NIBIO/plot_12_annotated.las,1,tree_99,16.11430752,48.008,69.704608,13.48,3400,56.48905407,3400,0.93561,0.84,0.885230878,49.59186496,11.13479994,14.53985,4200.568757,100000,23.8063
NIBIO,./NIBIO/plot_12_annotated.las,2,tree_100,33.2821735,84.976,153.6047822,24.76,3400,159.8899103,3400,0.88434,0.65523,0.75273758,110.7652098,19.14070074,25.47525,3011.277233,100000,33.2085
NIBIO,./NIBIO/plot_12_annotated.las,3,tree_101,12.86401215,40.264,102.6558078,13.24,3400,51.29267105,3400,0.944960296,0.73519,0.826980017,51.63280745,8.861399978,13.96365,2097.466402,47602,22.695
NIBIO,./NIBIO/plot_12_annotated.las,4,tree_102,38.58914686,99,372.1614497,33.8,3400,204.5622249,3400,0.83598,0.57236,0.679497157,175.8034177,26.90665032,37.9584,1893.458857,100000,52.8134
NIBIO,./NIBIO/plot_12_annotated.las,5,tree_103,25.22743646,56.776,163.9897602,23.76,3400,78.5551665,3400,0.938255497,0.76535,0.843028325,97.40329958,15.42114957,26.1403,2084.442074,78177,37.505
NIBIO,./NIBIO/plot_12_annotated.las,6,tree_104,10.54784778,23.704,70.66324617,11.16,3400,26.95915322,3400,0.961741334,0.77456,0.858061159,28.13909758,6.29400022,11.7263,1685.126719,29196,17.3257
NIBIO,./NIBIO/plot_12_annotated.las,7,tree_105,16.21058534,59.504,122.1206253,15.08,3400,90.37503781,3400,0.95807,0.77597,0.857458395,76.44835601,12.17384925,15.501,4778.013493,100000,20.9292
NIBIO,./NIBIO/plot_12_annotated.las,9,tree_107,14.29320811,65.36,159.0222993,13.56,3400,95.58343429,3400,0.90769,0.71716,0.801254221,73.79201734,8.63984992,12.71445,5760.235939,100000,17.3604
NIBIO,./NIBIO/plot_12_annotated.las,10,tree_108,44.61967771,92.16,327.1829475,38.08,3400,228.3802544,3400,0.89954,0.63989,0.747817894,176.004325,31.67820062,43.61755,1647.565886,100000,60.6956
NIBIO,./NIBIO/plot_12_annotated.las,11,tree_109,25.49025718,94.864,185.2028848,23.52,3400,148.9854064,3400,0.87126,0.74262,0.801813147,129.4574083,18.13585074,23.8979,3201.219024,100000,31.2381
NIBIO,./NIBIO/plot_12_annotated.las,13,tree_110,11.82701275,38.496,79.93669617,11.64,3400,44.79398411,3400,0.973234583,0.83222,0.897220337,38.74593951,6.024900091,11.2305,4530.796538,69941,15.4368
NIBIO,./NIBIO/plot_12_annotated.las,14,tree_111,17.28515642,67.232,178.6210135,16.68,3400,110.9429979,3400,0.90402,0.65187,0.757513086,89.54370777,13.28760046,17.78795,3743.285482,100000,26.7145
NIBIO,./NIBIO/plot_12_annotated.las,15,tree_112,18.31824741,48.256,171.1890945,17.08,3400,76.45470209,3400,0.897509641,0.65254,0.755667336,72.21294463,10.83190086,18.509,2371.358932,61196,25.8063
NIBIO,./NIBIO/plot_12_annotated.las,16,tree_113,17.87732637,65.496,185.5143255,17.12,3400,114.8640977,3400,0.89568,0.65562,0.757075642,94.03073933,10.68010072,17.58315,3964.069673,100000,25.2266
NIBIO,./NIBIO/plot_12_annotated.las,17,tree_114,22.5157451,96.64,255.2234227,20.52,3400,169.7045182,3400,0.85337,0.61186,0.712711272,138.9960509,14.50894995,21.3649,3372.624408,100000,29.6505
NIBIO,./NIBIO/plot_12_annotated.las,20,tree_115,9.796891371,23.672,53.60393667,10.24,3400,27.53636002,3400,0.957510324,0.79205,0.866956162,32.60924056,8.336200166,10.28315,1333.850973,20099,15.0684
NIBIO,./NIBIO/plot_12_annotated.las,21,tree_116,4.467211792,9.832,21.398013,5.76,3400,7.319647394,3400,0.942281879,0.77738,0.851924551,9.669849813,3.131700137,6.0955,859.1263434,7450,8.671600001
NIBIO,./NIBIO/plot_12_annotated.las,22,tree_117,12.49648185,60.752,142.6364108,12.16,3400,81.43497164,3400,0.929046095,0.77092,0.842628824,63.39045074,7.486000248,11.82665,5946.847611,94653,15.9165
NIBIO,./NIBIO/plot_12_annotated.las,23,tree_118,10.88422576,19.448,44.713755,10.8,3400,20.00110884,3400,0.97238033,0.86159,0.913638738,20.75763027,5.855799777,10.58855,2552.801245,32151,12.5944
NIBIO,./NIBIO/plot_12_annotated.las,24,tree_119,16.70053938,49.936,89.47368734,15.84,3400,63.80095083,3400,0.967288914,0.83604,0.896888213,60.70878509,12.76514997,16.227,4270.610383,92782,21.7257
NIBIO,./NIBIO/plot_12_annotated.las,25,tree_120,23.68021886,52.072,159.6892483,22.52,3400,84.11953263,3400,0.936903964,0.69921,0.800790941,83.4012661,15.32265059,25.12795,1828.202897,58197,31.8329
NIBIO,./NIBIO/plot_12_annotated.las,26,tree_121,8.301949699,17.872,48.00914784,9.2,3400,14.33142682,3400,0.955643118,0.83435,0.89088704,21.39704756,5.51949989,9.755450001,1342.659774,17765,13.2312
NIBIO,./NIBIO/plot_12_annotated.las,27,tree_122,7.198685215,20.248,45.11648184,8.2,3400,18.25675264,3400,0.95032547,0.83028,0.886256102,21.87232013,4.10809947,7.9868,2060.636618,21661,10.5118
NIBIO,./NIBIO/plot_13_annotated.las,1,tree_123,16.77903935,56.096,178.2166925,16.12,3400,96.32642999,3400,0.9072,0.66651,0.768448916,73.20149538,12.49169926,16.7992,4038.511243,100000,24.7616
NIBIO,./NIBIO/plot_13_annotated.las,2,tree_124,30.33541001,99.216,299.2327902,28.8,3400,179.8547922,3400,0.84598,0.61183,0.71010069,157.0571042,21.30355028,29.4174,2472.51185,100000,40.4447
NIBIO,./NIBIO/plot_13_annotated.las,3,tree_125,7.025092773,16.104,33.6328695,7.04,3400,16.42976855,3400,0.970533499,0.84222,0.901835494,14.63760992,3.713999848,7.141250001,3691.705529,35464,9.606400001
NIBIO,./NIBIO/plot_13_annotated.las,4,tree_126,5.64656529,17.512,25.33187117,6.08,3400,16.00323758,3400,0.97725639,0.92799,0.951986223,16.73168746,4.121900018,5.65555,4369.440676,34779,7.959599999
NIBIO,./NIBIO/plot_13_annotated.las,5,tree_127,10.99747475,41.12,71.95016217,11.16,3400,42.57244567,3400,0.962660982,0.8794,0.919148797,42.34351546,6.458050148,11.28705,6081.366444,91004,14.9644
